,instance 0 num stocks,instance 0 time,instance 1 num stocks,instance 1 time,instance 2 num stocks,instance 2 time,instance 3 num stocks,instance 3 time,instance 4 num stocks,instance 4 time,instance 5 num stocks,instance 5 time,instance 6 num stocks,instance 6 time,instance 7 num stocks,instance 7 time,instance 8 num stocks,instance 8 time,instance 9 num stocks,instance 9 time,instance 10 num stocks,instance 10 time,instance 11 num stocks,instance 11 time,instance 12 num stocks,instance 12 time,instance 13 num stocks,instance 13 time,instance 14 num stocks,instance 14 time
0,17,0.425326334000033,20,0.277497393999965,49,16.013495558,47,6.82564713099998,33,1.363268801,127,7.19273668099999,88,32.815684909,77,65.877557431,153,10388.844531,139,104.138814,76,272.816822,299,54.9683732779999,,,172,904.146430942,308,1625.924980705
